You didn't specify a land-sea mask. It's faster if you do,so this might take a while.
         28372578 function calls (28300302 primitive calls) in 300.900 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:492(nToChr)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/bz2.py:30(BZ2File)
       12    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:685(getType)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:1806(TableIterator)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:5092(Selection)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/bottleneck/slow/nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/roperator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/excel/_base.py:376(BaseExcelReader)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/bottleneck/slow/move.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/__init__.py:246(<dictcomp>)
        7    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:768(convert_value)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/_testing.py:2405(optional_args)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexing.py:1329(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/tempfile.py:623(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:272(LogRecord)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/pytables.py:392(PyTablesExprVisitor)
       12    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/period.py:55(_field_accessor)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/ops/dispatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:849(Handler)
       24    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:389(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        9    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/multiarray.py:1054(copyto)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/_weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/ops.py:69(Term)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/format.py:401(TextAdjustment)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/base.py:1229(ExtensionOpsMixin)
        9    0.000    0.000    0.000    0.000 {function _typedict.__getitem__ at 0x7fc3066883a0}
        5    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/os.py:752(decode)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/json/_json.py:762(Parser)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_type_aliases.py:41(<setcomp>)
       12    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/tz/tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1323(_fixupParents)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/string_.py:107(StringArray)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/version.py:5(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/groupby/base.py:18(ShallowMixin)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/inspect.py:2809(<genexpr>)
       28    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/function_base.py:4686(_append_dispatcher)
       10    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/__future__.py:81(__init__)
       57    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/inspect.py:2527(name)
       36    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/window/ewm.py:503(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:148(Calendar)
        8    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:325(jump)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/weakref.py:332(WeakKeyDictionary)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/opcode.py:47(jrel_op)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1748(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:290(Int64Index)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/arrays/_mixins.py:110(ndim)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:462(validate_ordered)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/reshape/reshape.py:38(_Unstacker)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/extension.py:140(make_wrapped_arith_op)
        3    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:185(is_array_like)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/enum.py:58(__init__)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/common.py:1(<module>)
       15    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/_inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/format.py:1890(EngFormatter)
       10    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:468(_init_param)
       56    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/inspect.py:2531(default)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/sas/sasreader.py:16(ReaderBase)
       10    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:595(_is_classvar)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:705(_check_callback)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/pytables.py:4524(AppendableSeriesTable)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/enum.py:332(__getattr__)
        9    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/_pytesttester.py:90(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:6426(MaskedConstant)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/_iotools.py:230(NameValidator)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:328(weekday)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/compat/_inspect.py:143(<lambda>)
       22    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expr.py:283(_op_maker)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/base.py:532(is_)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/gzip.py:120(GzipFile)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/calendar.py:69(_localized_day)
        7    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/util/_decorators.py:85(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/format.py:415(EastAsianTextAdjustment)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:675(_check_dest)
        1    0.000    0.000    0.000    0.000 <expr>:1(<module>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/info.py:454(DataFrameTableBuilder)
       22    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:696(_check_nargs)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:80(ASTNode)
        5    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/opcode.py:51(jabs_op)
       44    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:6529(__setattr__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/internals/blocks.py:2158(DatetimeLikeBlockMixin)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/io/formats/info.py:299(InfoPrinterAbstract)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:690(_check_const)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/common.py:195(<genexpr>)
        9    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:242(__init__)
        8    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/getlimits.py:90(_register_type)
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/dataclasses.py:351(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1377(Logger)
        2    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/utils.py:212(__init__)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:442(setOrderedRegisterNumbers)
        9    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/base.py:1232(name)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/lzma.py:38(LZMAFile)
       20    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        4    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/core/_internal.py:248(_ctypes)
       13    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/indexes/extension.py:97(inherit_names)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/logging/__init__.py:1256(Manager)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/urllib/parse.py:143(_NetlocResultMixinBase)
       16    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/optparse.py:587(<listcomp>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/dateutil/parser/_parser.py:247(parserinfo)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/pandas/core/computation/expr.py:744(PandasExprVisitor)
        6    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numexpr/necompiler.py:416(<genexpr>)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/ma/core.py:6621(_extrema_operation)
        1    0.000    0.000    0.000    0.000 /projects/dgs/rh5_local/anaconda/climate/lib/python3.8/site-packages/numpy/lib/_version.py:14(NumpyVersion)
